store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,longitude,latitude
st_181955,Family Dollar Store 1650,A144864,311,Greenville Hwy in Wellford,NA,Lyman,SC,29365,Combination Grocery/Other,2,Small retail,4,Family Dollar,-82.11570552,34.9550898
st_197421,Family Dollar 1459,A141531,3150,Heights Ravenna Rd,NA,Muskegon,MI,49444,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.16618,43.19039
st_180541,Family Dollar 4895,A142537,3116,High St,NA,Portsmouth,VA,23707,Combination Grocery/Other,2,Small retail,4,Family Dollar,-76.34011,36.83451
st_185644,Family Dollar Store 224,A145147,3126,Highway 278 NW,NA,Covington,GA,30014,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.86114381,33.60279938
st_197931,Family Dollar 7123,A143221,3107,Liberty Way,NA,McKeesport,PA,15133,Combination Grocery/Other,2,Small retail,4,Family Dollar,-79.8569,40.32424
st_192702,FAMILY DOLLAR STORE 7111,A148045,3180,LOUISVILLE RD,NA,BOWLING GREEN,KY,42101,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.39551315,37.01048919
st_180584,Family Dollar 4199,A142336,3157,Magic Hollow Blvd,NA,Virginia Beach,VA,23453,Combination Grocery/Other,2,Small retail,4,Family Dollar,-76.07885,36.80566
st_180329,Family Dollar Store 396,A146117,312,Main St W,NA,Valdese,NC,28690,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.56615,35.74432
st_182235,FAMILY DOLLAR STORE 660,A147736,3140,Maple Rd SE,NA,Lindale,GA,30147,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.17298,34.19711
st_196477,Family Dollar Store 2176,A145117,311,N 12th St,NA,Middlesboro,KY,40965,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.70312,36.61259
st_198162,Family Dollar 7140,A143229,316,N Broadway St,NA,Union City,MI,49094,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.13539,42.06785
st_198159,Family Dollar 7035,A143180,3102,N Franklin Ave,NA,Flint,MI,48506,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.66515,43.04372
st_196757,Family Dollar 2824,A141933,313,N Grand Ave E,NA,Springfield,IL,62702,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.65164,39.81628
st_197121,Family Dollar 3833,A142236,313,N Halleck St,NA,Demotte,IN,46310,Combination Grocery/Other,2,Small retail,4,Family Dollar,-87.19872,41.20464
st_194943,Family Dollar Store 7744,A148428,314,N Illinois St,NA,Belleville,IL,62220,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.98418,38.51732
st_190258,Family Dollar Store 7554,A148309,315,N Main St,NA,Lake City,TN,37769,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.15671,36.22562
st_192426,Family Dollar Store 625,A147529,313,N Main St,NA,Monticello,KY,42633,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.84772,36.8317
st_196751,Family Dollar 2669,A141879,3124,N Rockton Ave,NA,Rockford,IL,61103,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.09693,42.30566
st_187012,Family Dollar Store 7340,A148173,3195,Peters Creek Pkwy,NA,Winston Salem,NC,27127,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.25972,36.04377
